Begin Time - hh:mm:ss.ms,End Time - hh:mm:ss.ms,Duration - hh:mm:ss.ms,Anna,Anna backchannel actions,Anna backchannels,Bert,Bert backchannel actions,Bert backchannels,Cassie,Cassie backchannel actions,Cassie backchannels,Doyle,Doyle backchannel actions,Doyle backchannels,Erin,Erin backchannel actions,Erin backchannels,Flo,Flo backchannel actions,Flo backchannels,Gemma,Gemma backchannel actions,Gemma backchannels,Holly,Holly backchannel actions,Holly backchannels,Ike,Ike backchannel actions,Ike backchannels,Turn subtype,Turntype,File
00:28:12,00:28:14,00:00:02,,,,,,,,,,,,,,,,,,,,,,"Your diaversary, is that what you call it? That's so cute. [a2588]",first assessment [a3077],"Your diaversary, is that what you call it? That's so cute! [a2887]",,,,orientation [a1520],story reactions to facebook post on diaversary [a1444],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:28:14,00:28:15,00:00:01,,,,,,,,,,,,,,,,{LG} [a2046],,,,,,,,,,,,orientation [a1520],story reactions to facebook post on diaversary [a1444],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:28:16,00:28:21,00:00:05,,,,,,,,,,,,,,,,"It was just like ""Oh, today is world diabetes day or whatever it was, and like I was just thinking [a2048]",,,,,,,,,,,,orientation [a1520],story reactions to facebook post on diaversary [a1444],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:28:21,00:28:23,00:00:02,,,,,,,,,,,,,,,,"all the people who supported me, blah blah bla"" [a2049]",,,,,,,,,,,,orientation [a1520],story reactions to facebook post on diaversary [a1444],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:28:34,00:28:34,00:00:01,,,,,,,,,,,,,,,,,,,,,,"yes, yeah [a2592]",acknowledgement [a3081],"yes, yeah [a2891]",,,,complication [a1521],story reactions to facebook post on diaversary [a1444],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:28:35,00:28:42,00:00:07,,,,,,,,,,,,,,,,"One these girls came back and she was like {LS} ""I remember when you were diagnosed, and er we were all very worried about you at school, and you were off for nearly a week!"" [a2053]",,,,,,,,,,,,complication [a1521],story reactions to facebook post on diaversary [a1444],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:28:42,00:28:44,00:00:02,,,,,,,,,,,,,,,,{LG} [a2054],,,,,,,,,,,,complication [a1521],story reactions to facebook post on diaversary [a1444],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:28:45,00:28:45,00:00:01,,,,,,,,,,,,,,,,"And like, and actually, like [a2055]",,,,,,{BR} [a2594],,,,,,evaluation [a1522],story reactions to facebook post on diaversary [a1444],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:28:49,00:28:55,00:00:06,,,,,,,,,,,,,,,,"it's such a big turning point in your life anyway, so people are quite often like ""Oh, do you remember not being diabetic?"" and like, yeah I do remember not being diabetic, [a2057]",,,,,,,,,,,,evaluation [a1522],story reactions to facebook post on diaversary [a1444],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:28:57,00:29:01,00:00:04,,,,,,,,,,,,,,,,,,,,,,"Yeah, yeah, that is weird. There's like relatively few people still in my life who didn't know [a2596]",,,,,,evaluation [a1522],story reactions to facebook post on diaversary [a1444],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:28:59,00:28:59,00:00:00,,,,,,,,,,,,,,,,um [a2060],,,,,,"Yeah, yeah, that is weird. There's like relatively few people still in my life who didn't know [a2596]",,,,,,evaluation [a1522],story reactions to facebook post on diaversary [a1444],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:29:01,00:29:04,00:00:02,,,,,,,,,,,,,,,,,,,,,,"me when I was not diabetic, yeah, that's true. [a2597]",,,,,,evaluation [a1522],story reactions to facebook post on diaversary [a1444],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:29:07,00:29:09,00:00:02,,,,,,,,,,,,,,,,"I don't know like, these people have kind of. [a2063]",,,,,,,,,,,,other [a1523],other [a1445],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:29:11,00:29:12,00:00:02,,,,,,,,,,,,,,,,,,,,,,"Yeah, yeah, I know what you mean. [a2598]",acknowledgement [a3154],"Yeah, yeah, I know what you mean. [a2894]",,,,other [a1523],other [a1445],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:29:14,00:29:17,00:00:04,,,,,,,,,,,,,,,,"But yeah, like, my life is so different now from when I was ten that it's not like [a2067]",,,,,,,,,,,,other [a1523],other [a1445],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:29:26,00:29:28,00:00:02,,,,,,,,,,,,,,,,,,,,,,"Yes. Yeah, I know what you mean. [a2601]",acknowledgement [a3157],"Yes. Yeah, I know what you mean. [a2897]",,,,other [a1523],other [a1445],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:29:38,00:29:39,00:00:01,,,,,,,,,,,,,,,,"Yeah, like [a2076]",,,,,,,,,,,,other [a1523],other [a1445],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:29:44,00:29:46,00:00:02,,,,,,,,,,,,,,,,,,,,,,"That's the end of them, look at that! [a2606]",,,,,,other [a1523],other [a1445],20170126_Flo-Holly_SocialLife_backchannels.eaf
00:00:05,00:00:05,00:00:00,,,,,,,,,,,,,,,,thank you. [a1095],,,,,,,,,,,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:00:05,00:00:06,00:00:01,,,,,,,,,,,,,,,,,,,,,,,,,"lovely, thanks very much. [a1580]",,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:00:10,00:00:11,00:00:00,,,,,,,,,,,,,,,,Um [a1098],,,,,,,,,,,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:00:11,00:00:12,00:00:01,,,,,,,,,,,,,,,,,,,,,,,,,Mental health. [a1584],,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:00:17,00:00:18,00:00:01,,,,,,,,,,,,,,,,,,,,,,,,,In what ways? [a1586],,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:00:22,00:00:23,00:00:01,,,,,,,,,,,,,,,,that's a good question. [a1103],,,,,,,,,,,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:00:30,00:00:33,00:00:02,,,,,,,,,,,,,,,,,,,,,,,,,"Getting a draft, I'm just going to shut the door here. [a1588]",,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:00:31,00:00:32,00:00:01,,,,,,,,,,,,,,,,Um [a1106],,,,,,,,,"Getting a draft, I'm just going to shut the door here. [a1588]",,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:00:32,00:00:33,00:00:01,,,,,,,,,,,,,,,,oh {LG} [a1107],,,,,,,,,,,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:00:35,00:00:35,00:00:00,,,,,,,,,,,,,,,,um [a1108],,,,,,,,,right [a1589],,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:00:45,00:00:50,00:00:05,,,,,,,,,,,,,,,,"Um but also I think sometimes to constant feedback of numbers numbers, are things okay, are things not okay, [a1110]",,,,,,,,,,,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:00:52,00:00:53,00:00:01,,,,,,,,,,,,,,,,Um [a1112],,,,,,,,,,,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:00:54,00:00:55,00:00:00,,,,,,,,,,,,,,,,yeah. [a1114],,,,,,,,,,,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:01:09,00:01:09,00:00:01,,,,,,,,,,,,,,,,Um [a1119],,,,,,,,,,,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:01:26,00:01:26,00:00:01,,,,,,,,,,,,,,,,,,,,,,,,,yeah [a1595],acknowledgement [a2188],yeah [a1958],other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:01:26,00:01:27,00:00:01,,,,,,,,,,,,,,,,Um [a1126],,,,,,,,,,,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:01:27,00:01:29,00:00:02,,,,,,,,,,,,,,,,"uh, so yeah, that kind of [a1127]",,,,,,,,,,,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:01:38,00:01:40,00:00:01,,,,,,,,,,,,,,,,,,,,,,,,,half an hour and you [a1598],,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:01:40,00:01:40,00:00:01,,,,,,,,,,,,,,,,{LG} [a1132],,,,,,,,,,,,other [a1078],other [a1071],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:01:42,00:01:45,00:00:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,orientation [a1079],story hypo on the way from work [a1072],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:01:52,00:01:53,00:00:01,,,,,,,,,,,,,,,,three point [a1135],,,,,,,,,,,,complication [a1080],story hypo on the way from work [a1072],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:01:54,00:01:57,00:00:03,,,,,,,,,,,,,,,,"five as I arrived at the car, something like that, anyway, I treated it [a1136]",,,,,,,,,,,,complication [a1080],story hypo on the way from work [a1072],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:02:08,00:02:14,00:00:06,,,,,,,,,,,,,,,,I was so cross. And so tired as well. Because I'd worked a twelve-and a half hour shift and I'd [a1141],,,,,,,,,,,,evaluation [a1081],story hypo on the way from work [a1072],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:02:14,00:02:17,00:00:02,,,,,,,,,,,,,,,,"stayed on later to sort something else out, [a1142]",,,,,,,,,,,,evaluation [a1081],story hypo on the way from work [a1072],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:02:22,00:02:23,00:00:01,,,,,,,,,,,,,,,,,,,,,,,,,mhm yeah [a2401],acknowledgement [a2409],mhm yeah [a2404],evaluation [a1081],story hypo on the way from work [a1072],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:02:23,00:02:25,00:00:02,,,,,,,,,,,,,,,,It definitely does. But [a1145],,,,,,,,,,,,evaluation [a1081],story hypo on the way from work [a1072],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:02:42,00:02:44,00:00:02,,,,,,,,,,,,,,,,,,,,,,,,,"You know, and the sort of anxiety. [a1606]",,,orientation [a1083],story suspected hypo seizure [a1074],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:02:48,00:02:52,00:00:04,,,,,,,,,,,,,,,,,,,,,,,,,"my partner found me really confused. And my sugar was fine, [a1609]",,,complication [a1084],story suspected hypo seizure [a1074],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:02:58,00:03:00,00:00:02,,,,,,,,,,,,,,,,,,,,,,,,,scary and then apparently [a1613],,,evaluation [a1085],story suspected hypo seizure [a1074],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:03:26,00:03:28,00:00:02,,,,,,,,,,,,,,,,,,,,,,,,,"not going low on sugar and, you know, waking up [a1622]",,,evaluation [a1087],story suspected hypo seizure [a1074],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:03:27,00:03:28,00:00:01,,,,,,,,,,,,,,,,"Yeah, absolutely. [a1157]",acknowledgement [a2286],"yeah, absolutely [a2053]",,,,,,,,,,evaluation [a1087],story suspected hypo seizure [a1074],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:03:33,00:03:34,00:00:00,,,,,,,,,,,,,,,,mhm [a1158],acknowledgement [a2287],mhm [a2054],,,,,,,,,,resolution [a1088],story suspected hypo seizure [a1074],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:03:41,00:03:42,00:00:01,,,,,,,,,,,,,,,,Um [a1161],,,,,,,,,,,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:03:41,00:03:43,00:00:01,,,,,,,,,,,,,,,,,,,,,,,,,Or in the community -- er local [a1627],,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:03:44,00:03:46,00:00:03,,,,,,,,,,,,,,,,um I'm mostly looked after in Dumfries at the moment. [a1164],,,,,,,,,,,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:03:54,00:03:56,00:00:01,,,,,,,,,,,,,,,,two thousand and [a1169],,,,,,,,,,,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:01,00:04:01,00:00:01,,,,,,,,,,,,,,,,{LS} yeah [a1172],,,,,,,,,,,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:02,00:04:03,00:00:02,,,,,,,,,,,,,,,,It was -- it was interesting {LG} [a1173],,,,,,,,,,,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:03,00:04:04,00:00:01,,,,,,,,,,,,,,,,,,,,,,,,,Yeah. Yeah. [a1631],change-of-activity [a2194],Yeah. Yeah. [a1966],other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:06,00:04:08,00:00:02,,,,,,,,,,,,,,,,,,,,,,,,,"I think everyone, and you sort of [a1633]",,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:08,00:04:11,00:00:03,,,,,,,,,,,,,,,,,,,,,,,,,"you know, when you go low on sugar and you can't [a1634]",,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:14,00:04:15,00:00:00,,,,,,,,,,,,,,,,mhm [a1175],acknowledgement [a2289],mhm [a2056],,,,,,,,,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:19,00:04:24,00:00:04,,,,,,,,,,,,,,,,,,,,,,,,,"You know, and how to bring it down. And then you bring it down and you end up having a hypo. [a1639]",,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:24,00:04:24,00:00:01,,,,,,,,,,,,,,,,hypo {LG} yeah [a1178],acknowledgement [a2293],laugh yeah [a2179],,,,,,,,,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:26,00:04:30,00:00:04,,,,,,,,,,,,,,,,,,,,,,,,,"And you think, you know just absolutely hate it. Diabetes rules my life. [a1641]",,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:27,00:04:27,00:00:01,,,,,,,,,,,,,,,,yeah [a1179],acknowledgement [a2294],yeah [a2060],,,,,,,"And you think, you know just absolutely hate it. Diabetes rules my life. [a1641]",,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:31,00:04:32,00:00:01,,,,,,,,,,,,,,,,Yeah [a1180],acknowledgement [a2295],yeah [a2061],,,,,,,{LG} almost you feel like it. [a1642],,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:33,00:04:33,00:00:01,,,,,,,,,,,,,,,,Yeah [a1181],acknowledgement [a2296],yeah [a2062],,,,,,,,,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:33,00:04:33,00:00:00,,,,,,,,,,,,,,,,Yeah [a1181],acknowledgement [a2296],yeah [a2062],,,,,,,don't you? [a1643],,,other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:45,00:04:45,00:00:01,,,,,,,,,,,,,,,,,,,,,,,,,Yeah [a1644],change-of-activity [a2195],yeah [a1967],other [a1089],other [a1075],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:51,00:04:54,00:00:03,,,,,,,,,,,,,,,,,,,,,,,,,"w- +well of course I woke up and I ate, but then I couldn't go back to sleep. [a1647]",,,complication [a1091],story hypo and not going to work [a1076],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:55,00:04:55,00:00:00,,,,,,,,,,,,,,,,okay [a1188],acknowledgement [a2298],okay [a2064],,,,,,,,,,complication [a1091],story hypo and not going to work [a1076],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:04:55,00:04:56,00:00:02,,,,,,,,,,,,,,,,,,,,,,,,,And I went to work the following day [a1648],,,complication [a1091],story hypo and not going to work [a1076],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:05:12,00:05:12,00:00:00,,,,,,,,,,,,,,,,yeah [a1191],acknowledgement [a2301],yeah [a2067],,,,,,,,,,complication [a1091],story hypo and not going to work [a1076],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:05:19,00:05:22,00:00:03,,,,,,,,,,,,,,,,,,,,,,,,,I know there is the responsibility of going to work and and [a1657],,,evaluation [a1092],story hypo and not going to work [a1076],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:05:28,00:05:30,00:00:02,,,,,,,,,,,,,,,,,,,,,,,,,for me it was important to decide [a1662],,,evaluation [a1092],story hypo and not going to work [a1076],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:05:33,00:05:33,00:00:00,,,,,,,,,,,,,,,,mm [a1194],acknowledgement [a2304],mm [a2070],,,,,,,"you know. I come first, and my health comes first. So, you know. [a1663]",,,evaluation [a1092],story hypo and not going to work [a1076],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:05:35,00:05:36,00:00:01,,,,,,,,,,,,,,,,Yeah [a1195],change-of-activity [a2305],yeah [a2071],,,,,,,Today I'm not coming to work because I been up all night. [a1664],,,evaluation [a1092],story hypo and not going to work [a1076],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:05:39,00:27:05,00:21:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:05:40,00:05:41,00:00:01,,,,,,,,,,,,,,,,I think especially with something ((like)) [a1197],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:05:43,00:05:44,00:00:01,,,,,,,,,,,,,,,,"and you do have days that are great, [a1199]",,,,,,,,,{NS} [a1666],,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:05:51,00:05:52,00:00:01,,,,,,,,,,,,,,,,"do you know, like. [a1201]",,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:05:54,00:05:59,00:00:05,,,,,,,,,,,,,,,,And then when -- the point -- er there's not really a dividing line between that and like like you said you went [a1202],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:06:05,00:06:07,00:00:03,,,,,,,,,,,,,,,,Um to make that decision afterwards and [a1204],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:06:23,00:06:27,00:00:04,,,,,,,,,,,,,,,,,,,,,,,,,"And people don't understand it, you know. Sort of uh, you know, uh [a1671]",,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:06:33,00:06:34,00:00:01,,,,,,,,,,,,,,,,Um [a1212],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:06:35,00:06:40,00:00:05,,,,,,,,,,,,,,,,"All the ""Oh I've been up all night because I've got a baby"" and I'm like ""Do you know what, you were up all night and your [a1214]",,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:06:41,00:06:42,00:00:01,,,,,,,,,,,,,,,,,,,,,,,,,mm. mm. [a1673],acknowledgement [a2201],mhm mhm [a1973],other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:06:52,00:06:53,00:00:01,,,,,,,,,,,,,,,,"yeah, like [a1220]",,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:06:56,00:06:58,00:00:03,,,,,,,,,,,,,,,,,,,,,,,,,"you know, things like, you know, being anxious about [a1676]",,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:07:12,00:07:14,00:00:02,,,,,,,,,,,,,,,,I have changed my working patterns. [a1227],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:07:18,00:07:18,00:00:01,,,,,,,,,,,,,,,,um [a1229],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:07:19,00:07:24,00:00:05,,,,,,,,,,,,,,,,because actually like I was needing all of my coping strategies to get through night shift in terms of [a1230],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:07:29,00:07:32,00:00:03,,,,,,,,,,,,,,,,"from a mental health point of view, but I was needing to pour all of my [a1234]",,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:07:33,00:07:35,00:00:02,,,,,,,,,,,,,,,,capacity into coping strategies around that. [a1236],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:07:35,00:07:40,00:00:05,,,,,,,,,,,,,,,,And that meant that the while after that I was so tired I couldn't really deal with anything and that impacted my mental health. [a1237],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:07:40,00:07:41,00:00:01,,,,,,,,,,,,,,,,,,,,,,,,,mhm mhm [a1680],acknowledgement [a2205],mhm mhm [a1977],other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:07:41,00:07:45,00:00:04,,,,,,,,,,,,,,,,"um, so don't work night shift any more, um and I don't um [a1238]",,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:07:48,00:07:50,00:00:02,,,,,,,,,,,,,,,,"Um, because actually if I'm [a1240]",,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:07:51,00:07:54,00:00:04,,,,,,,,,,,,,,,,less tired and more able to look after myself then I feel more able to look after myself. [a1241],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:07:55,00:07:56,00:00:02,,,,,,,,,,,,,,,,Um and I think [a1242],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:08:06,00:08:08,00:00:02,,,,,,,,,,,,,,,,I guess that's important. I think [a1246],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:08:08,00:08:11,00:00:03,,,,,,,,,,,,,,,,"sometimes phoning up -- I've got a friend, um [a1247]",,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:08:11,00:08:15,00:00:04,,,,,,,,,,,,,,,,"with diabetes as well, and sometimes phoning her up and just saying ""Things are being crap"" [a1248]",,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:08:28,00:08:30,00:00:01,,,,,,,,,,,,,,,,"{LS} Oh dear, I've forgotten it. [a1253]",,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:08:30,00:08:31,00:00:01,,,,,,,,,,,,,,,,It's something like [a1254],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:08:32,00:08:32,00:00:01,,,,,,,,,,,,,,,,Um [a1255],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:08:33,00:08:38,00:00:05,,,,,,,,,,,,,,,,When I stopped trying to prove to myself that I can do absolutely anything despite my illness I actually feel better [a1256],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:08:37,00:08:38,00:00:01,,,,,,,,,,,,,,,,,,,,,,,,,mm mhm [a1683],acknowledgement [a2208],mm mm [a1980],other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:09:03,00:09:04,00:00:01,,,,,,,,,,,,,,,,,,,,,,,,,"It's tough, isn't it. [a1685]",,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:09:05,00:09:06,00:00:01,,,,,,,,,,,,,,,,it is. [a1268],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:09:05,00:09:07,00:00:02,,,,,,,,,,,,,,,,,,,,,,,,,And I think what [a1686],,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:09:12,00:09:14,00:00:01,,,,,,,,,,,,,,,,,,,,,,,,,And you know it sort of [a1688],,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:09:25,00:09:28,00:00:03,,,,,,,,,,,,,,,,,,,,,,,,,"you know, if I'm a bit high on sugar and being a bit sort of [a1693]",,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:09:28,00:09:30,00:00:02,,,,,,,,,,,,,,,,,,,,,,,,,"restless and everything, so [a1694]",,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:09:35,00:09:37,00:00:01,,,,,,,,,,,,,,,,,,,,,,,,,Go and check your sugar {LG} [a1697],,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:09:37,00:09:39,00:00:02,,,,,,,,,,,,,,,,yeah {LG} [a1271],acknowledgement [a2308],yeah laugh [a2074],,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:09:40,00:09:43,00:00:03,,,,,,,,,,,,,,,,I'm allowed to be grumpy outside of my diabetes {BR} [a1272],joint construction [a2309],I'm allowed to be grumpy outside of my diabetes [a2075],,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:09:44,00:09:46,00:00:02,,,,,,,,,,,,,,,,,,,,,,,,,"your sugar levels, you know a sort of [a1701]",,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:09:57,00:09:58,00:00:00,,,,,,,,,,,,,,,,mm [a1274],acknowledgement [a2311],mm [a2077],,,,,,,we have to find a reasonable explanation for your grumpiness. [a1704],,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:09:58,00:09:59,00:00:01,,,,,,,,,,,,,,,,yes [a1275],second assessment [a2312],yes [a2078],,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:09:59,00:10:01,00:00:02,,,,,,,,,,,,,,,,Other people are allowed to be just grumpy! [a1276],joint construction [a2313],Other people are allowed to be just grumpy! [a2079],,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:10:02,00:10:03,00:00:01,,,,,,,,,,,,,,,,Yeah. [a1277],change-of-activity [a2314],yeah [a2080],,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:10:08,00:10:11,00:00:02,,,,,,,,,,,,,,,,,,,,,,,,,you know I f- +felt -- I felt down about it. [a1710],,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
00:10:33,00:10:35,00:00:02,,,,,,,,,,,,,,,,when you're doing a P H D or something like that [a1281],,,,,,,,,,,,other [a1093],other [a1077],20170126_Flo-Ike_MentalHealth_backchannels.eaf
